School_Name,District_Name,Chronic_Absenteeism_Rate,Dropout_0708,Dropout_0912,SAT_Avg,ACT_Avg,Teacher_Student_Ratio,Meets_GL_STD
ARTHUR H MCNEIL EL,MCKINNEY ISD,5.1,.,.,.,.,11.1,35
ARTHUR KRAMER EL,DALLAS ISD,3,.,.,.,.,13.8,38
ARTHUR L DAVILA MIDDLE,BRYAN ISD,7,0.2,.,.,.,14,34
ARTIE L HENRY MIDDLE,LEANDER ISD,2.9,0,.,.,.,14.9,44
ARTURO SALAZAR EL,DALLAS ISD,5.5,.,.,.,.,14.1,40
ASA E LOW JR INT,MANSFIELD ISD,2.4,.,.,.,.,13.5,52
ASCARATE EL,YSLETA ISD,2,.,.,.,.,13.2,14
ASCHER SILBERSTEIN EL,DALLAS ISD,2.4,.,.,.,.,14.6,36
ASHBEL SMITH EL,GOOSE CREEK CISD,2.6,.,.,.,.,14.4,27
ASHFORD EL,HOUSTON ISD,7.3,.,.,.,.,16,24
ASHLEY EL,FRISCO ISD,0.9,.,.,.,.,16.2,52
ASHWORTH EL,ARLINGTON ISD,4.4,.,.,.,.,13.1,34
ASKEW EL,HOUSTON ISD,7.8,.,.,.,.,18,37
ASPERMONT EL,ASPERMONT ISD,1.5,.,.,.,.,9.7,32
ASPERMONT H S,ASPERMONT ISD,1.6,0,1.4,.,18.8,6.9,41
ASSESSMENT CTR,FORT WORTH ISD,0,18.8,11.1,.,.,2.5,.
ATASCOCITA H S,HUMBLE ISD,5.6,.,1.1,989,21.6,17.2,63
ATASCOCITA MIDDLE,HUMBLE ISD,5,0,.,.,.,14.2,41
ATASCOCITA SPRINGS EL,HUMBLE ISD,1.3,.,.,.,.,16.3,50
ATASCOSA CO ALTER,PLEASANTON ISD,37.5,-1,-1,.,.,.,-1
ATASCOSA CO ALTER,SOMERSET ISD,54.5,-1,0,.,.,.,.
ATASCOSA COUNTY JUVENILE JUSTICE CENTER,JOURDANTON ISD,.,-1,.,.,.,4.9,.
ATASCOSA JUVENILE DETENTION CTR,PEARSALL ISD,60,-1,-1,.,.,.,.
ATHENS EL,SOUTH SAN ANTONIO ISD,12.5,.,.,.,.,14.3,0
ATHENS H S,ATHENS ISD,9.7,.,1.1,1078,18.4,14,38
ATHENS MIDDLE,ATHENS ISD,5.1,0,.,.,.,16.2,34
ATHERTON EL,HOUSTON ISD,6.9,.,.,.,.,15.8,14
ATHERTON EL,ARLINGTON ISD,6.3,.,.,.,.,14.9,18
ATKINS MIDDLE,LUBBOCK ISD,7.6,0.9,.,.,.,12.9,30
ATKINSON EL,PASADENA ISD,4.3,.,.,.,.,11.6,19
ATLANTA EL,ATLANTA ISD,2.6,.,.,.,.,13.8,46
ATLANTA H S,ATLANTA ISD,8,.,0.4,.,18.8,10.9,52
ATLANTA MIDDLE,ATLANTA ISD,5.5,0.3,.,.,.,11,38
ATLANTA PRI,ATLANTA ISD,5.7,.,.,.,.,17.4,.
ATTUCKS MIDDLE,HOUSTON ISD,27.6,9.3,.,.,.,11.4,24
ATWOOD MCDONALD EL,FORT WORTH ISD,17.2,.,.,.,.,15.5,23
AUBREY H S,AUBREY ISD,3.5,.,0.4,1048,20.3,16.9,64
AUBREY MIDDLE,AUBREY ISD,3.8,0,.,.,.,17,49
AUDELIA CREEK EL,RICHARDSON ISD,9,.,.,.,.,12.2,15
AUDIE MURPHY MIDDLE,KILLEEN ISD,4.6,1.1,.,.,.,17.9,35
AUDIE MURPHY MIDDLE,PHARR-SAN JUAN-ALAMO ISD,3.9,0,.,.,.,11.7,0
AUDRE AND BERNARD RAPOPORT ACADEMY,RAPOPORT ACADEMY PUBLIC SCHOOL,2.2,.,.,.,.,11.7,16
AUE EL,NORTHSIDE ISD,2.1,.,.,.,.,14.6,59
AUGUSTO GUERRA EL,PHARR-SAN JUAN-ALAMO ISD,3.9,.,.,.,.,17.1,9
AULT EL,CYPRESS-FAIRBANKS ISD,3.5,.,.,.,.,14.5,55
AUSTIN ACAD FOR EXCELL,GARLAND ISD,1.6,0,.,-1,.,18.4,54
AUSTIN ACADEMIC CENTER,SULPHUR SPRINGS ISD,.,.,.,.,.,15.6,.
AUSTIN ACHIEVE EL,AUSTIN ACHIEVE PUBLIC SCHOOLS,6.8,.,.,.,.,17.5,18
AUSTIN ACHIEVE H S,AUSTIN ACHIEVE PUBLIC SCHOOLS,8,.,1.5,-1,16.8,16.2,100
AUSTIN ACHIEVE MIDDLE,AUSTIN ACHIEVE PUBLIC SCHOOLS,3,1.1,.,.,.,14.5,13
AUSTIN ACHIEVE PARMER,AUSTIN ACHIEVE PUBLIC SCHOOLS,.,.,.,.,.,8.4,.
AUSTIN DISCOVERY SCH,AUSTIN DISCOVERY SCHOOL,9.9,4.2,.,.,.,11.6,28
AUSTIN EL,HARLINGEN CISD,5.4,.,.,.,.,13.8,22
AUSTIN EL,MESQUITE ISD,1,.,.,.,.,12.2,35
AUSTIN EL,COPPELL ISD,0.9,.,.,.,.,14,53
AUSTIN EL,ENNIS ISD,8.4,.,.,.,.,13.7,38
AUSTIN EL,PAMPA ISD,4.7,.,.,.,.,14.5,46
AUSTIN EL,MEMPHIS ISD,0,.,.,.,.,10.7,32
AUSTIN EL,EDINBURG CISD,4.2,.,.,.,.,9.8,35
AUSTIN EL,DAYTON ISD,4,.,.,.,.,14.6,30
AUSTIN EL,CONROE ISD,6.3,.,.,.,.,14.7,33
AUSTIN EL,WEATHERFORD ISD,3.3,.,.,.,.,11.7,44
AUSTIN EL,PECOS-BARSTOW-TOYAH ISD,9,.,.,.,.,14.2,25
AUSTIN EL,GREGORY-PORTLAND ISD,4.9,.,.,.,.,12.7,32
AUSTIN EL,ABILENE ISD,1.9,.,.,.,.,14.8,47
AUSTIN EL,SAN ANGELO ISD,5,.,.,.,.,13.6,23
AUSTIN H S,EL PASO ISD,22.6,.,3.2,849,.,15.1,-1
AUSTIN H S,HOUSTON ISD,22.3,.,4.1,854,.,16.6,17
AUSTIN H S,AUSTIN ISD,10.9,.,0.9,1091,25.2,18,61
AUSTIN ISD PREK PARTNERSHIP (PKP),AUSTIN ISD,.,.,.,.,.,.,.
AUSTIN MIDDLE,IRVING ISD,4.6,0.1,.,.,.,14.1,25
AUSTIN MIDDLE,GALVESTON ISD,2,0,.,.,.,12.7,74
AUSTIN MIDDLE,PHARR-SAN JUAN-ALAMO ISD,9.1,0.4,.,.,.,11.2,.
AUSTIN MIDDLE,AMARILLO ISD,9.5,0,.,-1,.,15.3,43
AUSTIN MONTESSORI MAGNET,ECTOR COUNTY ISD,0.7,.,.,.,.,19.3,28
AUSTIN OAKS,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,30.2,2.2,6,.,.,12.7,.
AUSTIN PARKWAY EL,FORT BEND ISD,1,.,.,.,.,14.9,49
AUSTIN ST HOSPITAL,AUSTIN ISD,-1,.,-1,.,.,1.7,.
AUSTWELL-TIVOLI EL,AUSTWELL-TIVOLI ISD,2.9,.,.,.,.,6.6,36
AUSTWELL-TIVOLI H S,AUSTWELL-TIVOLI ISD,1.7,0,0,1030,.,5.4,36
AUTUMN CREEK EL,HUMBLE ISD,.,.,.,.,.,15.2,.
AVALON SCHOOL,AVALON ISD,3.8,0,0,1004,-1,12.3,36
AVALOS P-TECH SCHOOL,ALDINE ISD,1.5,.,0.4,.,.,15.4,49
AVERY EL,AVERY ISD,3.7,.,.,.,.,12.1,51
AVERY SECONDARY,AVERY ISD,7.4,0,0.9,.,20.1,9.7,60
AVINGER SCHOOL,AVINGER ISD,3.5,0,0,.,-1,7.7,37
AVONDALE EL,AMARILLO ISD,5,.,.,.,.,14.8,45
AXTELL EL,AXTELL ISD,3.5,.,.,.,.,12.6,45
AXTELL H S,AXTELL ISD,4.7,.,0.5,1104,-1,8.3,61
AXTELL MIDDLE SCHOOL,AXTELL ISD,4.6,0,.,.,.,11.4,39
AXTELL/BE DAEP,BRUCEVILLE-EDDY ISD,23.1,0,0,.,.,1.6,.
AXTELL/BRUCEVILLE-EDDY LEARNING CENTER,BRUCEVILLE-EDDY ISD,-1,.,-1,.,.,5.6,-1
AZLE EL,AZLE ISD,5.2,.,.,.,.,15.5,37
AZLE H S,AZLE ISD,12,.,0.1,1029,20.6,15.1,54
AZLE HORNET ACADEMY,AZLE ISD,49.6,.,4.2,.,.,25.2,64
AZLE J H SOUTH,AZLE ISD,6.1,0,.,.,.,14.3,36
AZLEWAY - BIG SANDY,TRINITY CHARTER SCHOOL,.,.,.,.,.,7.8,.
AZLEWAY - WILLOW BEND,TRINITY CHARTER SCHOOL,.,.,.,.,.,1.9,.
B B OWEN EL,LEWISVILLE ISD,2.6,.,.,.,.,8.8,43
B F TERRY H S,LAMAR CISD,13,.,2,891,20.5,18,51
B G HUDSON MIDDLE,GARLAND ISD,3.2,0,.,.,.,18.2,38
B H HAMBLEN EL,CHANNELVIEW ISD,3.7,.,.,.,.,16.9,27
B H MACON EL,DALLAS ISD,4.9,.,.,.,.,16,25
B L GARZA MIDDLE,EDINBURG CISD,7.1,0,.,.,.,11.3,33
B L GRAY J H,SHARYLAND ISD,2.7,0,.,.,.,15.5,41
B MCDANIEL INT,DENISON ISD,4.3,.,.,.,.,12.5,40
BACK EL,GARLAND ISD,4.5,.,.,.,.,13.3,29
BAGDAD EL,LEANDER ISD,3.9,.,.,.,.,11.4,27
BAILEY EL,PASADENA ISD,7.9,.,.,.,.,12.7,27
BAILEY INGLISH EARLY CHILDHOOD CENTER,BONHAM ISD,.,.,.,.,.,17.3,.
BAILEY INT,NORTH LAMAR ISD,1.6,.,.,.,.,12,38
BAILEY J H,ARLINGTON ISD,5.2,2.5,.,.,.,13.1,34
BAILEY MIDDLE,AUSTIN ISD,7.6,2,.,.,.,15.5,23
BAIRD EL,BAIRD ISD,2.8,.,.,.,.,12.1,39
BAIRD H S,BAIRD ISD,15.1,1.8,0,.,17,8.8,52
BAKER EL,CANADIAN ISD,0.5,.,.,.,.,8.3,41
BAKER MIDDLE,CORPUS CHRISTI ISD,10.2,1.8,.,.,.,16.7,43
BAKER-KOONCE INT,CARTHAGE ISD,4.3,.,.,.,.,14.1,34
BAKER-RIPLEY CHARTER SCHOOL,PROMISE COMMUNITY SCHOOL,3.5,.,.,.,.,14.8,21
BALDWIN EL,AUSTIN ISD,1.4,.,.,.,.,13.8,55
BALL EARLY CHILDHOOD CENTER,SEGUIN ISD,.,.,.,.,.,17.1,.
BALL H S,GALVESTON ISD,16.2,.,3.6,1083,21.4,15.3,44
BALLINGER EL,BALLINGER ISD,4.5,.,.,.,.,11.6,34
BALLINGER H S,BALLINGER ISD,13.8,.,0.3,-1,18.9,10.4,56
BALLINGER J H,BALLINGER ISD,7.3,0,.,.,.,10.6,34
BALMORHEA SCHOOL,BALMORHEA ISD,4.7,0,0,859,.,7.4,26
BAMMEL EL,SPRING ISD,11.8,.,.,.,.,16.2,11
BAMMEL MIDDLE,SPRING ISD,15.9,3,.,.,.,16.1,15
BANDERA H S,BANDERA ISD,13.9,.,4.4,1058,21.9,15.3,47
BANDERA MIDDLE,BANDERA ISD,7.1,0.3,.,.,.,17,34
BANE EL,CYPRESS-FAIRBANKS ISD,6.2,.,.,.,.,11.7,17
BANG EL,CYPRESS-FAIRBANKS ISD,5.5,.,.,.,.,12.6,33
BANGS H S,BANGS ISD,8.1,.,0.7,1048,19.6,9.7,66
BANGS MIDDLE,BANGS ISD,3,0,.,.,.,10.4,47
BANQUETE EL,BANQUETE ISD,3.8,.,.,.,.,11.8,37
BANQUETE H S,BANQUETE ISD,11.5,.,1.4,-1,19,9.1,53
BANQUETE J H,BANQUETE ISD,9.3,0,.,.,.,10.9,44
BANUELOS EL,GOOSE CREEK CISD,4,.,.,.,.,18.7,31
BARACK OBAMA MALE LEADERSHIP ACAD AT A MACEO SMITH,DALLAS ISD,0.6,0,0,1121,21.5,15.2,.
BARANOFF EL,AUSTIN ISD,2.4,.,.,.,.,15.4,43
BARBARA BUSH PRI,SULPHUR SPRINGS ISD,2.8,.,.,.,.,13,26
BARBARA CARDWELL CAREER PREPARATORY CENTER,IRVING ISD,22.4,.,5.1,797,11,5.9,20
BARBARA COCKRELL EL,PEARLAND ISD,1.2,.,.,.,.,17,52
BARBARA CULVER JUVENILE DETENTION CENTER,MIDLAND ISD,0,-1,0,.,.,2,.
BARBARA FASKEN EL,MIDLAND ISD,5.2,.,.,.,.,19.1,43
BARBARA FASKEN EL,UNITED ISD,0.9,.,.,.,.,16,14
BARBARA JORDAN EL,DALLAS ISD,3.5,.,.,.,.,16.3,27
BARBARA JORDAN EL,ECTOR COUNTY ISD,3.8,.,.,.,.,18,35
BARBARA JORDAN EL,FORT BEND ISD,2.2,.,.,.,.,14.5,37
BARBARA JORDAN INT,SCHERTZ-CIBOLO-U CITY ISD,2.8,.,.,.,.,15.6,46
BARBARA M MANNS H S DAEP,DALLAS ISD,46.3,.,0,.,.,8.4,.
BARBARA M MANNS MIDDLE DAEP,DALLAS ISD,47.3,0,.,.,.,3.2,.
BARBARA WALKER EL,CRANDALL ISD,4.2,.,.,.,.,14.7,35
BARBARA YARBROUGH EL,MIDLAND ISD,4.4,.,.,.,.,19.6,39
BARBERS HILL EL NORTH,BARBERS HILL ISD,2.2,.,.,.,.,13,70
BARBERS HILL EL SOUTH,BARBERS HILL ISD,2.2,.,.,.,.,14.5,62
BARBERS HILL H S,BARBERS HILL ISD,4.6,.,0.1,1054,24.4,14.4,80
BARBERS HILL MIDDLE NORTH,BARBERS HILL ISD,2.1,0,.,.,.,13.6,62
BARBERS HILL MIDDLE SOUTH,BARBERS HILL ISD,2.8,0,.,.,.,14.7,66
BARBERS HILL PREKINDERGARTEN CENTER,BARBERS HILL ISD,.,.,.,.,.,10.5,.
BARKSDALE EL,PLANO ISD,1,.,.,.,.,13.4,70
BARNES EL,CORPUS CHRISTI ISD,2.8,.,.,.,.,16.3,36
BARNETT J H,ARLINGTON ISD,3.9,1.8,.,.,.,13.2,30
BARRETT EL,CROSBY ISD,4.6,.,.,.,.,11.6,42
BARRICK EL,HOUSTON ISD,3.6,.,.,.,.,18,25
BARRINGTON EL,AUSTIN ISD,4.9,.,.,.,.,12.7,22
BARRINGTON PLACE EL,FORT BEND ISD,1.8,.,.,.,.,12.8,38
BARRON EL,PLANO ISD,1.4,.,.,.,.,9.7,20
BARRON EL,EL PASO ISD,3.5,.,.,.,.,11.1,17
BARROW EL,COLUMBIA-BRAZORIA ISD,8.9,.,.,.,.,14.5,35
BARTLETT SCHOOLS,BARTLETT ISD,4.3,0,0,913,.,11.9,22
BARTON CREEK EL,EANES ISD,0.9,.,.,.,.,11.9,69
BARTON EL,IRVING ISD,1.7,.,.,.,.,15.1,8
BARTON HILLS EL,AUSTIN ISD,2.7,.,.,.,.,14.5,57
BARWISE MIDDLE,WICHITA FALLS ISD,6.8,0.1,.,.,.,14.3,28
BASIS AUSTIN,BASIS TEXAS,.,.,.,.,.,.,.
BASIS AUSTIN PRI,BASIS TEXAS,.,.,.,.,.,.,72
BASIS SAN ANTONIO - NORTHEAST CAMPUS,BASIS TEXAS,.,.,.,.,.,.,33
BASIS SAN ANTONIO PRI - NORTHEAST CAMPUS,BASIS TEXAS,.,.,.,.,.,.,55
BASIS SAN ANTONIO PRI- MEDICAL CENTER CAMPUS,BASIS TEXAS,1.7,.,.,.,.,.,56
BASIS SAN ANTONIO- PRI NORTH CENTRAL CAMPUS,BASIS TEXAS,3.2,.,.,.,.,.,58
BASIS SAN ANTONIO- SHAVANO CAMPUS,BASIS TEXAS,3.1,0.7,0,1344,31.4,.,83
BASKIN EL,SAN ANTONIO ISD,8,.,.,.,.,16.6,17
BASSETT MIDDLE,EL PASO ISD,11.2,5.9,.,.,.,16.2,11
BASSETTI EL,ABILENE ISD,4.9,.,.,.,.,14.7,37
BASSWOOD EL,KELLER ISD,5.7,.,.,.,.,12.4,28
BASTIAN EL,HOUSTON ISD,5.8,.,.,.,.,21.4,17
BASTROP COUNTY JUVENILE BOOT CAMP,ELGIN ISD,-1,.,.,.,.,.,.
BASTROP H S,BASTROP ISD,14.5,.,0,925,18.9,16.2,42
BASTROP INT,BASTROP ISD,27.1,.,.,.,.,16.7,30
BASTROP MIDDLE,BASTROP ISD,9.3,0,.,.,.,15.7,29
BATESVILLE SCHOOL,UVALDE CISD,12.1,.,.,.,.,13.7,13
BATY EL,DEL VALLE ISD,5.9,.,.,.,.,14,21
BAY CITY H S,BAY CITY ISD,19.2,.,0.8,1017,23.2,12.3,47
BAY CITY J H,BAY CITY ISD,9.3,0.5,.,.,.,14.5,30
BAY COLONY EL,DICKINSON ISD,4.7,.,.,.,.,13.8,42
BAY EL,CLEAR CREEK ISD,4.4,.,.,.,.,16.1,44
BAYLES EL,DALLAS ISD,10.7,.,.,.,.,14.4,40
BAYLESS EL,LUBBOCK ISD,10.2,.,.,.,.,13.8,41
BAYLOR COLLEGE OF MEDICINE ACADEMY AT RYAN,HOUSTON ISD,3.8,3.3,.,.,.,15.7,34
BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK,HOUSTON ISD,1.7,0.7,.,.,.,13.7,32
BAYSHORE EL,LA PORTE ISD,6.8,.,.,.,.,14,27
BAYSIDE INT,CLEAR CREEK ISD,2.8,0.3,.,.,.,17.3,44
BAYTOWN J H,GOOSE CREEK CISD,7,0.6,.,.,.,13.3,30
BEACON HILL ACADEMY,SAN ANTONIO ISD,10.7,2.4,.,.,.,16.2,12
BEAN EL,LUBBOCK ISD,7.3,.,.,.,.,13.8,23
BEAR BRANCH EL,HUMBLE ISD,1.1,.,.,.,.,15.2,52
BEAR BRANCH EL,MAGNOLIA ISD,2.8,.,.,.,.,14.4,49
BEAR BRANCH INT,MAGNOLIA ISD,3,.,.,.,.,14.8,46
BEAR BRANCH J H,MAGNOLIA ISD,3.6,0.4,.,.,.,18,49
BEAR CREEK EL,KATY ISD,1.8,.,.,.,.,11,30
BEAR CREEK EL,GRAPEVINE-COLLEYVILLE ISD,2.4,.,.,.,.,11.5,43
BEAR CREEK EL,AUSTIN ISD,.,.,.,.,.,15.7,64
BEAR CREEK INT,KELLER ISD,2.4,.,.,.,.,16.2,62
BEARD EL,NORTHSIDE ISD,1.1,.,.,.,.,16.4,66
BEASLEY EL,MESQUITE ISD,1.8,.,.,.,.,14.8,31
BEASLEY EL,LAMAR CISD,2.8,.,.,.,.,12.3,32
BEATRICE MAYES INSTITUTE CHARTER SCHOOL,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,3,1.2,.,.,.,14,26
BEATRIZ G GARZA MIDDLE,WESLACO ISD,4.9,1.9,.,.,.,14.9,26
BEATY EARLY CHILDHOOD SCHOOL,PLANO ISD,.,.,.,.,.,10.6,.
BEAUMONT ISD EARLY COLLEGE H S,BEAUMONT ISD,2.8,.,1.4,1004,.,13.3,58
BEAUMONT NEW EL DAEP,BEAUMONT ISD,25,.,.,.,.,11.1,.
BEAUMONT UNITED H S,BEAUMONT ISD,31.9,.,8.2,913,15.2,16.5,22
BEAVER TECHNOLOGY CENTER,GARLAND ISD,1,.,.,.,.,15.3,35
BEBENSEE EL,ARLINGTON ISD,1.8,.,.,.,.,17.1,17
BECKENDORFF J H,KATY ISD,1.4,0,.,.,.,18.4,77
BECKER EL,AUSTIN ISD,2.7,.,.,.,.,15.8,38
BECKHAM EL,ARLINGTON ISD,1.2,.,.,.,.,14.3,38
BECKVILLE JR-SR HIGH SCHOOL,BECKVILLE ISD,4.7,0,1,.,18.6,9.5,60
BECKVILLE SUNSET EL,BECKVILLE ISD,3.7,.,.,.,.,12.3,53
BEDFORD HEIGHTS EL,HURST-EULESS-BEDFORD ISD,0.9,.,.,.,.,16.9,62
BEDFORD J H,HURST-EULESS-BEDFORD ISD,2.2,0.3,0.3,.,.,16.8,65
BEDICHEK MIDDLE,AUSTIN ISD,12,1.3,.,.,.,10.2,37
BEE CAVE EL,LAKE TRAVIS ISD,2.6,.,.,.,.,14.3,54
BEE CAVE MIDDLE,LAKE TRAVIS ISD,3.6,0.3,.,.,.,15.9,66
BEHLAU EL,NORTHSIDE ISD,1.7,.,.,.,.,16.3,27
BEL AIR EL,ATHENS ISD,4.2,.,.,.,.,14.5,33
BEL AIR H S,YSLETA ISD,10.9,.,2.3,916,-1,15.4,31
BEL AIR MIDDLE,YSLETA ISD,7,0.1,.,.,.,16.2,9
BEL NAFEGAR SANCHEZ EL,ALVIN ISD,2.5,.,.,.,.,14.3,22
BELAIRE EL,SAN ANGELO ISD,3.4,.,.,.,.,14.6,30
BELL CO J J A E P,TEMPLE ISD,33.3,-1,-1,.,.,.,.
BELL COUNTY DAEP,ROGERS ISD,28.6,.,-1,.,.,.,.
BELL COUNTY DAEP,SALADO ISD,44.4,-1,0,.,.,.,.
BELL EL,HOUSTON ISD,5.2,.,.,.,.,15.8,22
BELL EL,TYLER ISD,2.6,.,.,.,.,15.7,46
BELL H S,HURST-EULESS-BEDFORD ISD,5.7,.,0.3,1150,24.4,16.9,69
BELL MANOR EL,HURST-EULESS-BEDFORD ISD,3.7,.,.,.,.,14.9,41
BELLAIRE EL,HARLANDALE ISD,9.1,.,.,.,.,14.2,.
BELLAIRE EL,HURST-EULESS-BEDFORD ISD,2.7,.,.,.,.,14.7,31
BELLAIRE H S,HOUSTON ISD,11.6,.,1.9,1171,27.7,17.5,64
BELLEVUE SCHOOL,BELLEVUE ISD,6.1,0,0,952,.,9.5,50
BELLFORT EARLY CHILDHOOD CENTER,HOUSTON ISD,.,.,.,.,.,17.2,.
BELLS EL,BELLS ISD,0.6,.,.,.,.,13.8,52
BELLS H S,BELLS ISD,2.4,.,0,1094,20.6,10.5,71
BELL'S HILL EL,WACO ISD,3.3,.,.,.,.,15.3,30
BELLVILLE H S,BELLVILLE ISD,4.4,.,0,1117,24.1,13,57
BELLVILLE J H,BELLVILLE ISD,1.9,0.3,.,.,.,13.2,39
BELMAR EL,AMARILLO ISD,3.6,.,.,.,.,14.3,56
BELT LINE EL,LANCASTER ISD,3.3,.,.,.,.,15.1,35
BELTON EARLY CHILDHOOD SCHOOL,BELTON ISD,.,.,.,.,.,15,.
BELTON H S,BELTON ISD,11.5,.,0.4,985,22.2,13.4,57
BELTON MIDDLE,BELTON ISD,.,0,.,.,.,13.6,38
BEN BOLT-PALITO BLANCO EL,BEN BOLT-PALITO BLANCO ISD,8.1,.,.,.,.,13.4,30
BEN BOLT-PALITO BLANCO H S,BEN BOLT-PALITO BLANCO ISD,11.1,0,0.6,.,15.3,11.5,24
BEN MILAM EL,HARLINGEN CISD,1.5,.,.,.,.,15.1,16
BEN MILAM EL,DALLAS ISD,6.8,.,.,.,.,12.8,17
BEN MILAM EL,CAMERON ISD,4,.,.,.,.,14.2,.
BENAVIDES EL,BROWNSVILLE ISD,2.1,.,.,.,.,15.3,32
BENAVIDES EL,BENAVIDES ISD,12.3,.,.,.,.,12.3,15
BENAVIDES EL,ZAPATA COUNTY ISD,1.6,.,.,.,.,13,.
BENAVIDES HEIGHTS EL,EAGLE PASS ISD,6.6,.,.,.,.,13.1,0
BENAVIDES SECONDARY,BENAVIDES ISD,22.2,2.7,2,.,16.2,6.1,25
BENAVIDEZ EL,HOUSTON ISD,9.3,.,.,.,.,17,9
BENBROOK EL,HOUSTON ISD,5.2,.,.,.,.,17.8,29
BENBROOK EL,FORT WORTH ISD,3.6,.,.,.,.,13.4,36
BENBROOK MIDDLE/HIGH SCHOOL,FORT WORTH ISD,8.7,2.1,2.4,978,24.4,15.8,46
BENDWOOD SCHOOL,SPRING BRANCH ISD,.,.,.,.,.,2.1,.
BENEKE EL,SPRING ISD,3.3,.,.,.,.,12.8,31
BENFER EL,KLEIN ISD,4,.,.,.,.,15.6,49
BENIGNUS EL,KLEIN ISD,2.4,.,.,.,.,13.7,55
BENITO JUAREZ EL,CRYSTAL CITY ISD,5.3,.,.,.,.,12.8,10
BENITO MARTINEZ EL,SOCORRO ISD,3,.,.,.,.,15.5,0
BENITO MARTINEZ EL,FT HANCOCK ISD,1.9,.,.,.,.,13.1,11
BENJAMIN DOC KERLEY EL,HUTTO ISD,1.9,.,.,.,.,15.2,39
BENJAMIN FRANKLIN INTERNATIONAL EXPLORATORY ACAD,DALLAS ISD,7.8,1.6,.,.,.,13.8,26
BENJAMIN SCHOOL,BENJAMIN ISD,1.6,0,0,-1,16.6,9,46
BENNETT EL,FRENSHIP ISD,2.4,.,.,.,.,16.9,62
BENS BRANCH EL,NEW CANEY ISD,3.8,.,.,.,.,15,45
BENTLEY EL,LAMAR CISD,0.6,.,.,.,.,17,54
BERKNER H S,RICHARDSON ISD,12.6,.,2.1,1113,17.6,12.8,43
BERKSHIRE EL,NORTHWEST ISD,.,.,.,.,.,15.3,.
BERNAL MIDDLE,NORTHSIDE ISD,2.2,0,.,.,.,18.6,41
BERNARDA JAIME J H,SAN DIEGO ISD,15,0,.,.,.,14.3,23
BERNSHAUSEN EL,KLEIN ISD,4,.,.,.,.,13.8,31
BERRY EL,HOUSTON ISD,4.9,.,.,.,.,17.6,28
BERRY EL,ARLINGTON ISD,4.6,.,.,.,.,14.4,12
BERRY MIDDLE,MESQUITE ISD,2.3,1.1,.,.,.,13.9,44
BERRY MILLER J H,PEARLAND ISD,1.1,0,.,.,.,16.7,66
BERTA CABAZA MIDDLE,SAN BENITO CISD,11.5,1.3,.,.,.,16.2,20
BERTA S PALACIOS EL,PHARR-SAN JUAN-ALAMO ISD,4.1,.,.,.,.,16.1,3
BERTRAM EL,BURNET CISD,1.9,.,.,.,.,16.2,24
BESS BRANNEN EL,BRAZOSPORT ISD,3.3,.,.,.,.,15.7,58
BESS CAMPBELL EL,LAMAR CISD,0.2,.,.,.,.,12.3,80
BESS RACE EL,CROWLEY ISD,3.5,.,.,.,.,14.7,31
BESSIE COLEMAN MIDDLE,CEDAR HILL ISD,5.8,0.8,.,-1,.,16.3,21
BEST EL,ALIEF ISD,9.5,.,.,.,.,13,12
BESTEIRO MIDDLE,BROWNSVILLE ISD,6.7,0.6,.,.,.,11.1,19
BETA ACADEMY,BETA ACADEMY,1.6,0,0,.,.,20.5,48
BETA ACADEMY,BETA ACADEMY,.,.,.,.,.,22,.
BETHANY EL,PLANO ISD,1,.,.,.,.,9.4,57
BETHKE EL,KATY ISD,1.4,.,.,.,.,15.7,48
BETTE PEROT EL,KELLER ISD,2.2,.,.,.,.,14.4,63
BETTS EL,EDINBURG CISD,3.8,.,.,.,.,16.8,14
BETTY HARWELL MIDDLE,EDINBURG CISD,10.6,0.2,.,.,.,13.8,19
BETTYE MYERS MIDDLE,DENTON ISD,3.7,0,.,.,.,12.5,33
BEVERLY CHEATHAM EL,ALLEN ISD,1.2,.,.,.,.,15.9,69
BEVERLY EL,PLANO ISD,0.9,.,.,.,.,12,71
BEVERLY HILLS INT,PASADENA ISD,5.7,0.8,.,.,.,11.5,26
BEXAR CO J J A E P,HARLANDALE ISD,38.2,-1,0,.,.,-2,.
BEXAR CO J J A E P,SOUTH SAN ANTONIO ISD,.,.,.,.,.,.,.
BEXAR CO J J A E P,EAST CENTRAL ISD,20,.,-1,.,.,.,.
BEXAR CO J J A E P,JUDSON ISD,-1,.,-1,.,.,.,.
BEXAR COUNTY ACADEMY,BEXAR COUNTY ACADEMY,16.8,2.5,.,.,.,13.2,12
BEXAR COUNTY LRN CTR,EAST CENTRAL ISD,0,-1,15,.,.,5,-1
BIG BEND H S,TERLINGUA CSD,4.4,0,0,930,-1,7.9,24
BIG COUNTRY EL,SOUTHWEST ISD,3.4,.,.,.,.,14.1,28
BIG SANDY EL,BIG SANDY ISD,6.6,.,.,.,.,11.7,43
BIG SANDY H S,BIG SANDY ISD,11.7,.,0,930,-1,9.9,43
BIG SANDY J H,BIG SANDY ISD,5.3,0,.,.,.,11.7,40
